Date,PM2.5,PM10,NO,NO2,NH3,SO2,CO,Ozone
02-01-2024 00:00,209.98,312.71,14.61,24.43,48.36,2.91,0.92,8.85
03-01-2024 00:00,234.08,342.32,14.95,32.32,52.83,2.1,1.26,13.01
04-01-2024 00:00,234.11,345.63,28.85,25.35,46.18,7.29,1.33,9.3
05-01-2024 00:00,162.72,242.64,18.97,29.65,49.83,7.16,1.13,12.86
06-01-2024 00:00,178.95,262.11,17.05,40.32,52.9,6.86,1.15,20.56
07-01-2024 00:00,161.44,258.42,22.92,39.12,51.07,4.36,0.93,24.26
08-01-2024 00:00,266.55,450.02,50.73,54.35,52.38,9.39,1.78,13.57
09-01-2024 00:00,148.79,241.55,9.99,29.61,48.88,4.9,0.92,15.52
10-01-2024 00:00,171.64,273.89,22.6,30.31,53.25,4.7,1.08,15.39
11-01-2024 00:00,211.43,319.41,31.56,41.45,52.6,5.42,2.15,24.57
12-01-2024 00:00,223.15,316.2,48.06,46.76,53.32,5.33,2.29,24.58
13-01-2024 00:00,457.21,609.58,92.85,88.72,73.47,8.72,3.88,28.88
14-01-2024 00:00,441.54,605.83,108.63,57.88,66.16,4.78,3.95,24.88
15-01-2024 00:00,214.22,327.48,70.3,40.38,41.41,2.93,2.43,17.61
16-01-2024 00:00,270.1,358.23,44.21,24.69,37.68,2.09,2.16,16.25
17-01-2024 00:00,247.45,377.23,11.41,25.23,25.7,8.75,1.54,18.12
18-01-2024 00:00,174.76,265.46,16.91,17.99,19.49,6.17,1.44,11.44
19-01-2024 00:00,183.07,264.91,17.22,8.71,17.25,5.76,1.47,8.84
20-01-2024 00:00,202.08,316.88,10.57,12.69,15.45,5.95,1.23,14.91
21-01-2024 00:00,165.09,235.48,10.65,4.57,13.64,5.53,1.25,11.6
22-01-2024 00:00,213.57,338.39,8.8,10.89,12.74,5.76,1.16,16.69
23-01-2024 00:00,236.32,358.67,7.48,10.26,13.35,7.37,1.69,20.2
24-01-2024 00:00,301.91,450.73,15.62,9.71,13.68,6.84,2.3,10.7
25-01-2024 00:00,213.83,329.09,24.22,23.5,29.11,4.78,2.3,10.55
26-01-2024 00:00,307.46,496.45,53.17,19.41,37.12,4.01,3.81,19.21
27-01-2024 00:00,228.91,427.22,38.64,15.52,31.05,7.52,2.66,15.29
28-01-2024 00:00,283.41,431.44,41.93,14.69,28.4,7.22,2.34,8.31
29-01-2024 00:00,205.51,346.49,13.15,14.31,26.21,5.1,1.79,12.19
30-01-2024 00:00,238.27,352.06,19.01,11.22,25.16,7.11,2.11,6.92
31-01-2024 00:00,273.41,345.15,32.44,11.33,24.43,5.53,3.03,4.03
01-02-2024 00:00,69.91,92,18.85,40.36,50.48,4.17,0.93,10.51
02-02-2024 00:00,118.87,153.92,46.16,37.16,50.02,5.22,1.46,6.32
03-02-2024 00:00,104.1,259.11,100.43,41.97,43.98,7.64,2.38,7.18
04-02-2024 00:00,136.66,215.89,50.38,54.84,68.51,2.34,1.42,6.85
05-02-2024 00:00,76.85,138.91,14.31,31.58,49.38,4.72,0.84,11.17
06-02-2024 00:00,79.75,230.94,40.77,39.51,35.87,4.94,1.1,14.62
07-02-2024 00:00,92.8,265.31,32.96,45.18,37.7,4.48,0.88,17.35
08-02-2024 00:00,77.81,203.46,18.08,37.18,31.51,5.73,0.78,19.96
09-02-2024 00:00,102.99,245.51,76.67,41.77,31.19,7.61,2.21,19.01
10-02-2024 00:00,230.74,483.99,95.78,49.22,40.4,5.28,2.42,24.85
11-02-2024 00:00,184.35,394.77,29.57,32.44,38.07,9.23,1.58,15.97
12-02-2024 00:00,198.61,389.32,29.06,25.83,36.61,6.62,3.05,20.17
13-02-2024 00:00,234.15,444.75,42.48,13.45,34.27,7.88,2.29,11.45
14-02-2024 00:00,192.9,360,24.85,8.81,27.81,5.54,1.84,17.84
15-02-2024 00:00,148.89,361.55,18.6,8.64,24.57,5.04,1.68,22.36
16-02-2024 00:00,148.95,349.74,23.16,9.09,22.74,7.61,2.19,25.04
17-02-2024 00:00,152.72,359.11,25.13,9.09,19.21,7.99,1.86,20.22
18-02-2024 00:00,133.42,342.17,37.78,9.75,14.34,8.98,1.48,20.82
19-02-2024 00:00,89.76,252.11,10,8.96,21.04,10.14,0.82,42.27
20-02-2024 00:00,124.03,297.97,36.72,42.93,46.32,7.45,1.86,20.4
21-02-2024 00:00,89.49,222.7,21.1,19.46,44.94,2.77,0.75,27.95
22-02-2024 00:00,57.94,174.55,15.97,23.99,29.76,7.73,0.54,34.3
23-02-2024 00:00,61.31,182.03,20.12,27.12,25.96,4.38,0.75,32.1
24-02-2024 00:00,90.78,319.17,50.1,42.07,28.41,6.3,1.34,49.91
25-02-2024 00:00,79.9,204.72,21.22,24.98,27.12,6.46,0.82,34.43
26-02-2024 00:00,91.07,289.86,32.43,32.67,25.85,7.81,1.3,38.81
27-02-2024 00:00,62.21,156.69,17.59,9.06,23.33,4.43,0.55,31.91
28-02-2024 00:00,80.65,204.59,12.65,11.66,22.87,4.75,0.79,29.01
29-02-2024 00:00,81.78,247.17,18.66,21.23,20.03,5.32,1.86,37.99
01-03-2024 00:00,97.94,256.9,30.59,35.04,18.21,5.09,1.3,36.82
02-03-2024 00:00,31.31,106.73,7.97,47.81,35.8,3.39,0.55,28.83
03-03-2024 00:00,42.58,183.01,7.67,55.83,30.98,1.57,0.43,36.21
04-03-2024 00:00,58.04,162.73,15.32,55.52,23.11,4.42,0.58,34.98
05-03-2024 00:00,57.41,146.45,13.46,21.5,26.26,6.45,0.52,43.17
06-03-2024 00:00,76.57,182.32,13.4,32.6,26.2,6.38,0.72,37.09
07-03-2024 00:00,92.29,229.45,26.58,40.93,27.61,6.14,1,34.49
08-03-2024 00:00,77.08,212.95,22.82,26.02,27.72,5.93,0.79,37.82
09-03-2024 00:00,84.06,225.34,16.59,33.85,25.75,6.3,0.96,32.3
10-03-2024 00:00,103.85,270.08,19.55,30.62,21.16,8.75,1.21,33.65
11-03-2024 00:00,83.77,274.94,16.6,27.32,19.93,4.55,1.14,43.23
12-03-2024 00:00,89.46,210.03,11.72,15.05,18.54,7.62,0.82,39.91
13-03-2024 00:00,79.46,238.5,13.34,19,18.92,8.72,0.97,27.2
14-03-2024 00:00,78.1,208.27,14.94,14.68,18.63,8.26,1.17,34.53
15-03-2024 00:00,52.73,174.79,13.15,20.57,18.94,8.31,0.77,29.66
16-03-2024 00:00,97.62,311.3,19.57,30.26,20.15,12.52,1,30.8
17-03-2024 00:00,118.2,302.29,14.48,17.75,15.54,12.97,1.92,30.24
18-03-2024 00:00,129.44,343.85,17.25,14.28,14.26,14.01,1.36,33.48
19-03-2024 00:00,124.95,348.81,17.56,11.62,12.36,14.51,1.4,36.15
20-03-2024 00:00,145.97,409.21,14.81,8.29,10.72,13.9,1.54,33.81
21-03-2024 00:00,79.44,235.04,10.01,13.34,16.98,6.83,1.01,27.93
22-03-2024 00:00,75.31,271.52,15.65,21.84,23.63,7,2.25,36.62
23-03-2024 00:00,91.07,298.73,17.43,20.36,21.25,4.27,1.65,26.13
24-03-2024 00:00,90.5,299.57,21.89,24.04,26.97,8.58,1.65,18.55
25-03-2024 00:00,123.64,232.28,10.8,15.35,27.03,11.23,2.33,23.25
26-03-2024 00:00,71.95,256.78,23.48,28.06,27.48,8.03,1.77,26.85
27-03-2024 00:00,75.49,264.28,33.06,30.32,29.77,7.85,1.8,23.5
28-03-2024 00:00,74.59,219.7,8.74,20.64,28.52,13.74,1.34,39.21
29-03-2024 00:00,100.12,266.14,8.42,14.69,19.37,14.86,1.69,44.75
30-03-2024 00:00,81.21,309.11,27.56,34.38,32.34,8.03,2.17,30.72
31-03-2024 00:00,117.17,316.99,25.33,29.02,33.64,10.36,1.75,26.62
01-04-2024 00:00,58.52,164.76,7.37,12.34,23.56,8.84,1.2,30.69
02-04-2024 00:00,96.02,248.45,15.17,25.17,21.18,18.38,1.37,34.7
03-04-2024 00:00,71.42,262.52,26.7,48.09,18.53,11.93,1.88,39.07
