Date,PM2.5,PM10,NO,NO2,NH3,SO2,CO,Ozone
24-02-2025 00:00,102.91,248.36,66.07,72.79,63.02,11.68,2.13,35.43
25-02-2025 00:00,112.4,275.67,109.06,76.77,65.74,10.13,2.76,40.3
26-02-2025 00:00,107.79,298.17,86.07,102.58,69.28,10.61,2.26,34.54
27-02-2025 00:00,73.17,175.17,52.49,67.18,76.25,8.43,1.7,17.67
28-02-2025 00:00,58.88,124.67,30.07,51.51,68.92,6.97,1.46,20.5
01-03-2025 00:00,65.35,115.83,29.18,43.39,74.77,9.38,1.54,27.55
02-03-2025 00:00,58.79,144,32.5,47.29,55.52,9.31,1.44,30.01
03-03-2025 00:00,81.38,206.33,41.14,68.71,51.89,12.13,1.52,33.29
04-03-2025 00:00,53.75,153.38,21.24,40.49,55.55,9.65,1.23,37.7
05-03-2025 00:00,33.92,125.83,10.39,29.72,33.52,12.27,0.98,53.57
06-03-2025 00:00,50.88,170.04,84.95,56.11,30.38,17.98,1.86,43.21
07-03-2025 00:00,97.62,233.96,112.62,72.71,44.42,17.01,2.02,36.5
08-03-2025 00:00,86.92,228.12,87.54,71.74,52.19,17.34,1.99,41.01
09-03-2025 00:00,87.88,212.04,68.13,93.1,59.91,14.28,1.28,42.79
10-03-2025 00:00,87.83,212,22.44,76.86,58.56,15.09,1.38,53.11
11-03-2025 00:00,112.46,253.83,35.16,89.26,67.51,14.72,1.98,53.08
12-03-2025 00:00,141.83,261.42,39.26,64.04,85.51,18.42,1.54,25.24
13-03-2025 00:00,97.08,214.88,27.01,65.08,73.41,20.4,1.51,30.14
14-03-2025 00:00,91.04,166.54,25.54,51.08,62.94,17.86,1.33,35.39
15-03-2025 00:00,26.08,81.38,9.75,29.96,46.82,12.49,0.73,49.79
16-03-2025 00:00,48.75,101.58,14.3,33.07,53.2,14.43,0.77,32.04
17-03-2025 00:00,71.54,135.38,17.65,42.95,55.45,13.95,0.96,37.48
18-03-2025 00:00,77.79,166,30.54,54.47,50.32,13.85,1.15,31.74
19-03-2025 00:00,87.54,199.17,31.98,57.04,47.19,17.14,1.27,31.08
20-03-2025 00:00,78.67,206.42,52.98,59.7,48.06,13.42,1.46,27.69
21-03-2025 00:00,95.38,200.08,25.56,48.18,54.53,17.08,1.26,24.23
22-03-2025 00:00,79.88,203.83,41.56,48.95,51.64,15.71,1.44,30.2
23-03-2025 00:00,93.62,235.92,48.74,47.29,52.37,13.75,1.34,31.1
24-03-2025 00:00,93,228.71,48.62,42.03,51.16,11.61,1.71,30.69
25-03-2025 00:00,108.08,251.12,43.22,40.54,54.05,11.06,1.84,31.91
26-03-2025 00:00,110.67,357.5,71.99,40.71,60.82,8.66,2.64,22.14
27-03-2025 00:00,100.75,338.54,100.32,38.73,64.45,6.97,2.36,14.88
28-03-2025 00:00,75.38,262.92,48.24,32.46,55.34,10.19,0.58,30.9
29-03-2025 00:00,45.04,155.33,17.86,34.36,41.94,10.81,0.66,45.97
30-03-2025 00:00,62,153.12,20.28,35.52,46.53,11.37,0.84,34.86
31-03-2025 00:00,84.62,173.25,25.39,35.25,50.18,8.78,0.92,24.85
01-04-2025 00:00,84.28,213.35,29.94,36.64,48.95,12,1.24,17.46
02-04-2025 00:00,131.79,312.04,57.14,38.42,54.41,7.78,2.47,21.22
03-04-2025 00:00,84.42,300.42,83.41,43.42,46.47,9.5,1.73,25.88
04-04-2025 00:00,83.12,264.25,56.85,39.91,51.28,8.94,1.32,32.71
05-04-2025 00:00,79.42,208.42,26.89,32.77,59.22,10.18,1.43,36.65
06-04-2025 00:00,99.92,273.5,35.15,11.63,54.3,24,2.39,42.11
07-04-2025 00:00,97.62,271.5,39.78,33.16,59.79,17.07,2.02,62.77
08-04-2025 00:00,96,266.83,19.59,44.73,60.05,15.79,1.49,71.71
09-04-2025 00:00,96.08,271.33,16.98,40.51,74.91,12.59,1.7,53.9
10-04-2025 00:00,64.29,284.71,22.87,34.46,63.17,12.22,1.15,46.43
11-04-2025 00:00,50.79,150.65,16.07,31.07,64.23,7.31,0.73,29.69
12-04-2025 00:00,38.5,112.96,22.03,31.35,57.05,1.76,0.98,38.59
13-04-2025 00:00,54.5,159.38,24.44,36.27,52.36,3.78,1.02,45.71
14-04-2025 00:00,83.12,205.25,28,36.57,57.16,5.91,1.31,36.07
15-04-2025 00:00,67.75,192.62,26.57,37.67,56.12,9.95,1.26,36.72
16-04-2025 00:00,85.54,221.42,25.85,57.82,56.97,12.12,1.41,53.45
17-04-2025 00:00,73.62,236.96,17.81,61.1,52.21,15.62,1.74,58.7
18-04-2025 00:00,72.17,235.17,16.36,51.64,57.89,16.11,1.34,57.42
19-04-2025 00:00,51.38,174.42,12.26,44.02,61.89,16.36,0.86,45.78
20-04-2025 00:00,53.58,171.38,16.5,46.63,65.15,13.64,1.08,39.75
21-04-2025 00:00,66.29,266.67,37.1,56.16,44.34,17.45,1.06,28.16
22-04-2025 00:00,80.29,273.17,66.31,58.75,34.62,28.88,1.37,28.52
23-04-2025 00:00,93.46,286.54,136.71,55.04,36.52,23.43,1.67,37.93
24-04-2025 00:00,108.88,342.88,181.25,55.89,41.75,17.27,2.85,29.19
25-04-2025 00:00,100.62,322.12,210.45,68.79,46.65,15.02,3.52,30.29
26-04-2025 00:00,106.86,321.72,152.71,77.79,56.53,18.01,2.64,34.45
27-04-2025 00:00,89.54,346.78,92.73,54.92,59.67,21.42,1.48,37.43
28-04-2025 00:00,95,282.21,50.49,38.15,66.29,14.13,1.53,55.77
29-04-2025 00:00,60.5,216.58,14.78,28.8,73.59,25.57,1.49,49.22
30-04-2025 00:00,66.62,206.79,14.97,28.7,68.02,24.67,1.58,62.67
01-05-2025 00:00,75.19,209.82,10.44,32.61,77.34,20.02,1.2,98.21
02-05-2025 00:00,52.67,149.96,13.14,52.91,66.89,17.53,0.92,98.32
03-05-2025 00:00,83.5,225.12,19.7,72.1,59.1,14.98,1.08,80.54
04-05-2025 00:00,93.04,267.5,12.63,65.58,65.03,20.45,0.99,120.27
05-05-2025 00:00,43.29,129.79,10.11,55.07,56.07,15.53,0.82,111.53
06-05-2025 00:00,57.17,168.46,13.9,71.71,53.24,20.3,0.81,80.66
07-05-2025 00:00,58.46,162.38,9.5,55.05,51.74,11.22,0.79,81.42
08-05-2025 00:00,74.71,182.75,10.22,67.75,54.94,21.28,0.92,74.72
09-05-2025 00:00,70.38,176.09,11.8,62.86,54.8,16.67,0.99,69.38
10-05-2025 00:00,121.21,234.42,16.47,66.7,64.9,25.73,1.07,63.48
11-05-2025 00:00,80.75,225.04,21.14,59.33,60.08,17.17,1.01,81
12-05-2025 00:00,52.67,174.54,19.06,58.17,42.96,19.52,1.21,92.27
13-05-2025 00:00,32.25,144.58,13.18,45.64,36.19,13.19,0.78,73.85
14-05-2025 00:00,53.67,194.57,26.26,63.57,37.88,17.83,1.08,61.59
15-05-2025 00:00,206,355.92,60.5,76.83,35.52,31.19,1.45,57.59
16-05-2025 00:00,99.5,327.21,29.07,78.73,37.61,22.78,0.85,72.73
17-05-2025 00:00,41.17,183.71,12.67,52.72,37.09,17.78,0.77,73.27
18-05-2025 00:00,55.46,199.58,11.76,49.26,44.94,19.71,1.02,91.52
19-05-2025 00:00,82,235.62,8.16,46.91,47.57,15.34,1.69,74.92
20-05-2025 00:00,77.38,255.54,7.55,49.07,68.36,12.85,1.22,75.42
21-05-2025 00:00,72.5,220.57,7.78,47.78,70.81,12.13,1.07,80.96
22-05-2025 00:00,27.67,77.33,7.53,42.52,59.16,11.77,0.88,77.02
23-05-2025 00:00,47.5,112.38,6.23,36.01,52.45,12.33,1.1,88.9
24-05-2025 00:00,57,143,6.3,36.4,52.03,13.37,1.05,85.81
25-05-2025 00:00,38.89,117.72,6.92,32,44.18,13.44,1.03,66.45
26-05-2025 00:00,60.54,130.88,10.25,48.71,43.5,9.76,1.37,40.28
27-05-2025 00:00,56.17,149.79,8.89,49.77,59.83,10.28,1.38,68.07
28-05-2025 00:00,71.92,174.5,10.51,57.48,52.53,12.25,1.56,67.47
29-05-2025 00:00,60.96,176.5,13.47,57.94,54.2,11.9,1.34,53.3
30-05-2025 00:00,67.71,172.83,14.34,66.91,42.17,14.63,1.28,55.66
31-05-2025 00:00,68.17,245.14,26.49,85.9,39,13.86,1.4,65.79
01-06-2025 00:00,50.46,191.31,4.85,47.28,33.62,16.43,0.72,57.42
02-06-2025 00:00,50.67,203.87,11.56,51.9,38.73,14.95,1.1,98.23
03-06-2025 00:00,41.62,163.09,11.47,53.89,33.1,12.6,0.99,66.4
04-06-2025 00:00,50.81,249.86,11.96,48.93,33.78,13.84,1.24,58.16
05-06-2025 00:00,41.58,158.39,17.66,51.68,31.9,16.79,0.92,76.34
06-06-2025 00:00,45.89,180.71,15.28,62.36,29.69,15.84,1.15,75.6
07-06-2025 00:00,67.58,231.5,14.42,78.98,29.72,14.78,1.41,117.61
08-06-2025 00:00,72,269.96,50.08,83.04,29.13,17.75,1.89,76.99
09-06-2025 00:00,72.54,292.75,36.91,65.45,26.24,19.8,0.99,61.52
10-06-2025 00:00,71.12,329.88,63.39,57.97,22.51,20.01,1.35,41.98
11-06-2025 00:00,63.71,287.67,38.14,50.08,25.42,16.31,0.99,65.05
12-06-2025 00:00,72.42,203.79,4.68,40.44,46.21,13.71,1.23,89.37
13-06-2025 00:00,60.25,200.29,5.13,37.41,43.39,12.69,1.05,67.36
14-06-2025 00:00,65.62,174.37,5.22,41.77,45.75,13.74,0.88,78.07
15-06-2025 00:00,45.08,133.79,6.96,42.64,35.53,15.18,1.28,75.53
16-06-2025 00:00,50.67,131.62,6.18,45.93,33.82,12.82,1.13,55.81
17-06-2025 00:00,39.6,74.02,8.41,38.21,19.34,11.35,1.09,50.18
18-06-2025 00:00,53.35,96.27,7.32,36.18,21.22,12.77,1.22,50.42
19-06-2025 00:00,43.75,112.08,7.63,37.74,39.29,11.41,1.05,40.92
20-06-2025 00:00,38.92,95.92,6.81,32.88,31.95,10.38,0.96,41.95
21-06-2025 00:00,36.04,98.75,8.05,34.59,32.34,10.16,1.19,44.28
22-06-2025 00:00,36.29,103.5,7.94,34.43,28.82,11.93,1.12,44.55
23-06-2025 00:00,51.01,115.5,7.53,36.76,32.21,12.74,1.13,55.19
24-06-2025 00:00,54.08,130.67,7.67,38.49,33.04,13.93,1.19,37.96
25-06-2025 00:00,66.96,126.38,6.34,32.49,31.45,15.43,1.35,48.54
26-06-2025 00:00,34.75,90.04,7.54,28.42,28.69,13.62,0.95,45.62
27-06-2025 00:00,27.08,90.38,7.03,28.69,34.97,12.98,0.95,54.1
28-06-2025 00:00,31.92,92.42,11.49,43.83,29.67,15.52,1.23,47.26
29-06-2025 00:00,37.79,88.75,13.36,41.46,30.87,12.14,1.05,40.02
30-06-2025 00:00,32.42,65.67,12.21,43.9,29.18,12.44,1.06,42.95
01-07-2025 00:00,42.05,90.17,9.87,41.8,29.47,15.9,0.82,53.96
02-07-2025 00:00,31.46,101.25,11.22,41.83,29.96,14.99,1.12,44.77
03-07-2025 00:00,34.96,94.96,8.71,32.96,32.67,12.61,0.94,49.24
04-07-2025 00:00,43.42,93.88,12.32,43.86,29.36,13.09,1.47,65.63
05-07-2025 00:00,47.38,105,21.99,43.3,30.27,12.47,1.31,54.48
06-07-2025 00:00,41.5,103.88,10.69,39.04,32.87,14.7,0.89,46.78
07-07-2025 00:00,22.74,72.52,11.42,36.78,49.55,13.43,0.83,44.32
08-07-2025 00:00,36.67,157.08,19.06,47.43,32.43,12.71,1.21,39.79
09-07-2025 00:00,18.4,67.67,10.88,28.06,33.98,14.04,0.9,32.38
10-07-2025 00:00,19.35,52.85,13.64,41.4,33.6,11.33,1.27,33.03
11-07-2025 00:00,28.5,77,13.56,46.76,29.64,12.88,1.14,35.05
12-07-2025 00:00,31.72,92.46,10.36,34.07,25.61,12.36,0.87,39.08
13-07-2025 00:00,34.43,80.22,8.58,39.01,26.78,13.68,1.05,44.05
14-07-2025 00:00,22.83,43.21,7.49,31.04,28.02,10.94,0.81,27.93
15-07-2025 00:00,19.17,48.12,9.34,23.29,26.83,11.73,0.91,30.32
16-07-2025 00:00,33.46,82.25,10.62,32.65,25.95,12.1,1.01,40.01
17-07-2025 00:00,33.38,88.12,8.55,31.7,28.24,10.41,0.9,40.76
18-07-2025 00:00,27.12,50.12,5.81,23.87,26.23,14.21,0.91,36.02
19-07-2025 00:00,21.08,60.33,8.82,21.8,25.45,11.64,0.62,32.97
20-07-2025 00:00,27.12,107.88,13.39,33.01,22.54,11.61,0.95,32.12
21-07-2025 00:00,36.21,134.71,18.95,45.6,21.44,12.25,1.3,27.56
22-07-2025 00:00,39.71,114.29,15.94,43.08,28.79,10.93,1.04,28.51
23-07-2025 00:00,21.46,79.21,21.39,31.22,23.94,11.17,0.88,20.95
24-07-2025 00:00,35.62,146.83,18.82,29.13,28.97,11.72,0.86,36.96
25-07-2025 00:00,42.64,157.62,16.33,28.82,25.84,9.71,1.04,41.88
26-07-2025 00:00,29.12,94.42,9.93,33.93,42,10.8,0.87,54.47
27-07-2025 00:00,30.04,93.67,6.84,25.45,31.55,9.44,0.53,54.9
28-07-2025 00:00,43.71,114.48,10.94,37.58,29.54,12.97,0.79,77.11
29-07-2025 00:00,34.61,64.26,15.73,40.76,22.39,9.79,0.81,54.3
30-07-2025 00:00,30.62,63.38,11.55,29.62,39.98,12.96,0.85,48.83
31-07-2025 00:00,19.05,25.57,17.77,27.28,23.63,11.69,1.03,38.88
01-08-2025 00:00,23.14,71.09,13.73,18.45,33.41,12.66,0.81,21.23
02-08-2025 00:00,29.42,111.58,11.7,19.22,25.61,10.26,0.72,24.56
03-08-2025 00:00,30.5,115.33,11.89,19.18,21.02,11.8,0.76,35.67
04-08-2025 00:00,32.54,150.17,15.23,21.42,21.46,12.09,0.92,29.16
05-08-2025 00:00,30.75,127.08,16.15,25.14,20.96,12.22,0.8,23.93
06-08-2025 00:00,30.12,141.67,15.86,23.39,20.5,12.65,0.74,20.39
07-08-2025 00:00,28.54,123.25,12.99,19.01,20.91,13.12,0.62,18.85
08-08-2025 00:00,27.08,135.92,10.78,19.28,22.21,12.59,0.81,18.33
09-08-2025 00:00,28.08,50.54,10.08,19.67,20.99,13.35,1.92,24.55
10-08-2025 00:00,33.83,110.71,10.56,17.42,24.26,12.69,0.77,27.01
11-08-2025 00:00,32.12,148.75,12.32,23.76,23.32,12.19,0.97,17.94
12-08-2025 00:00,29.58,113.62,14,24.35,22.13,12.23,1.25,22.19
13-08-2025 00:00,40.81,201.04,25.68,33.45,25.75,11.12,1.38,19.25
14-08-2025 00:00,25.86,56.23,15.68,42.92,24.23,12.32,1.19,20.75
15-08-2025 00:00,56.79,91.08,8.07,33.07,24.95,9.74,0.92,34.04
16-08-2025 00:00,55.46,117.67,12.63,36.94,23.07,13.14,1.2,34.04
17-08-2025 00:00,39.08,93.42,12.74,34.63,19.18,13.25,0.88,30.11
18-08-2025 00:00,39.62,107.71,10.24,33.8,29.07,14.64,0.81,34.69
19-08-2025 00:00,30.54,93.83,8.15,33.41,27.1,13.92,0.91,26.95
20-08-2025 00:00,25.17,87.29,10.71,30.06,25.16,13.78,0.64,29.1
21-08-2025 00:00,26.25,103.54,11.18,32.18,28.33,10.02,0.77,27.56
22-08-2025 00:00,47.88,134.92,17.42,54.44,31.4,7.89,1.09,38.26
23-08-2025 00:00,21.2,83.21,10.26,33.38,27.78,4.29,1.35,25.9
24-08-2025 00:00,16.96,40.26,13.8,34.14,34.01,2.83,1.51,10.7
25-08-2025 00:00,21.85,40.95,11.39,31.96,35.34,2.81,0.8,16.24
26-08-2025 00:00,15.33,25.7,20.78,29.96,29.85,2.6,0.69,20.28
27-08-2025 00:00,27.75,69.38,43.55,43.73,39.15,12.65,1.4,16.88
28-08-2025 00:00,51.58,137.58,34.88,37.44,51.51,4.68,1.22,41.98
29-08-2025 00:00,42.46,100.88,5.49,28.58,43.22,3.23,0.82,29.27
30-08-2025 00:00,28.08,117,7.44,33.46,32.78,5.46,0.94,33.31
31-08-2025 00:00,24.96,100.67,5.04,30.37,27.36,7.87,0.77,34.46
01-09-2025 00:00,12.45,37.05,4.22,25.47,22.65,8.31,0.79,26.82
02-09-2025 00:00,9.65,17.08,6.55,27.12,20.68,6.33,0.83,24.33
03-09-2025 00:00,17.27,46.99,10.5,32.01,20.11,7.08,0.83,22.18
04-09-2025 00:00,21.96,56.08,8.01,31.02,21.71,6.02,1.2,33.02
05-09-2025 00:00,23.12,59.25,5.01,24.29,16.37,7.58,0.74,29.32
06-09-2025 00:00,29.04,99.08,4.81,27.55,19.13,12.27,1.04,29.92
07-09-2025 00:00,32.29,119.79,7.71,29.11,19.92,8.43,1.11,26.85
08-09-2025 00:00,28.96,215.29,18.8,37.9,20.04,8.9,1.36,23.38
09-09-2025 00:00,21.86,150.73,10.7,25.54,20.77,9.83,0.93,20.19
10-09-2025 00:00,19.46,112.33,5.36,17.35,21.44,9.23,0.99,23.51
11-09-2025 00:00,21.46,130.58,12.38,21.16,19.49,10.54,1.05,21.95
12-09-2025 00:00,21.54,130.92,31.14,25.15,18.01,9.54,1.19,17.07
13-09-2025 00:00,26.08,133.38,143.09,36.02,18.18,3.49,0.82,14.69
14-09-2025 00:00,32.21,167.58,130.8,42.63,20.42,1.16,0.98,18.86
15-09-2025 00:00,32.12,166.21,113.44,39.84,21.25,2.62,1.21,15.87
16-09-2025 00:00,30,154.79,85.09,39.05,21.98,3.39,0.82,24.14
17-09-2025 00:00,54.12,189.71,72.19,49.62,24.02,5.85,1.24,34.18
18-09-2025 00:00,52.9,149.96,129.99,56.21,27.99,6.05,1.91,37.17
19-09-2025 00:00,55.46,177.74,53.44,37.13,34.49,7.32,1.1,30.09
20-09-2025 00:00,35.54,180.04,55.41,33.75,33.74,9.59,0.87,20.49
21-09-2025 00:00,33.46,159.54,45.32,29.31,29.29,10.39,0.96,23.77
22-09-2025 00:00,35.42,170.62,42.96,29.95,26.21,9.1,0.94,22.48
23-09-2025 00:00,30.32,146.12,39.95,32.67,24.12,10.42,1.09,22.48
24-09-2025 00:00,30.49,147.53,35.34,35.56,24.11,8.91,0.98,25.07
25-09-2025 00:00,28.21,135.25,29.99,33.51,25.98,10.04,0.88,27.66
26-09-2025 00:00,35.17,141.04,26.98,34.91,28.4,10.77,1.22,33.78
27-09-2025 00:00,60.04,205.96,17.37,42.61,31.26,10.1,1.14,85.78
28-09-2025 00:00,38.96,143.62,26.52,47.89,33.61,13.18,0.92,30.8
29-09-2025 00:00,43.12,151.62,20.76,48.95,31.17,11.05,1.02,37.75
30-09-2025 00:00,45.46,130.12,17.87,52.98,24.76,11.54,1.18,19.63
01-10-2025 00:00,41.6,148.32,12.47,53.49,24.42,13.13,1.46,53.48
02-10-2025 00:00,40.35,182.85,9.32,40.79,24.96,15.13,1.12,38.71
03-10-2025 00:00,51.16,189.98,38.6,50.5,28.06,15.76,3.41,64.54
04-10-2025 00:00,78.25,242.25,26.58,54.69,31.29,13.2,1.38,37.95
05-10-2025 00:00,70.12,216.21,23.98,51.84,32.09,12.72,1.58,37.71
06-10-2025 00:00,24.54,67.79,13.98,39.21,23.28,15.26,1.16,19.64
07-10-2025 00:00,17.08,50.29,10.04,41.44,20.11,12.51,0.94,25.92
08-10-2025 00:00,38.21,111.34,16.1,44.86,18.97,7.69,1.68,21.76
09-10-2025 00:00,41.96,165.46,13.38,38.91,15.38,2.6,1.39,34.48
10-10-2025 00:00,64.75,239.67,24.23,48.46,15.68,2.6,1.82,48.71
11-10-2025 00:00,77.88,252,30.64,57.51,18.2,10.65,1.24,28.71
12-10-2025 00:00,77.54,239.83,27.41,48.75,20.99,19.94,1.52,45.55
13-10-2025 00:00,87.46,298.67,40.79,62.78,24.71,19.13,1.59,37.22
14-10-2025 00:00,104.02,324.15,58.23,69.78,25.58,15.27,2.06,36.25
15-10-2025 00:00,116.12,423.3,101.49,78.99,27.77,16.35,2.89,39.81
16-10-2025 00:00,116.17,429.92,87.24,74.66,31.12,15.11,2.41,38.9
17-10-2025 00:00,116.93,339.21,91.97,74.47,30.81,14.52,2.56,49.28
18-10-2025 00:00,133.38,412.48,62.88,76.01,40.25,12.74,1.87,59.72
19-10-2025 00:00,164.12,418,73.77,78.39,41.2,22.98,2.27,61.46
20-10-2025 00:00,227.99,428.8,57.33,78.53,24.7,15.68,2.28,65.62
21-10-2025 00:00,255.06,432.53,74.03,78.29,21.78,51.32,2.71,42.29
22-10-2025 00:00,203.92,347.25,50.25,62.56,22.36,15.9,2.57,48.52
23-10-2025 00:00,118.32,237.46,17.4,52.31,18.37,17.08,1.44,56.31
 ,,,,,,,,
