Date,PM2.5,PM10,NO,NO2,NH3,SO2,CO,Ozone
29-08-2025 00:00,9.93,35.44,2.48,13.17,19.11,2.47,0.65,27.89
30-08-2025 00:00,17.22,48.86,3.54,16.57,20.51,1.73,0.77,16.45
31-08-2025 00:00,20.97,48.02,3.85,14.6,24.96,2.77,0.77,17.09
01-09-2025 00:00,14.62,53.02,3.83,15.29,23.7,2.99,0.74,20.01
02-09-2025 00:00,6.4,32.79,4.2,16.1,22.36,1.72,0.7,17.64
03-09-2025 00:00,None,None,None,None,None,None,None,None
04-09-2025 00:00,7.89,32.67,5.38,14.91,28.46,3.51,0.88,9.39
05-09-2025 00:00,12.48,43.73,3.62,14.56,31.39,2.4,0.82,13.77
06-09-2025 00:00,12.34,43.37,3.78,13.78,30.18,2.47,0.76,14.94
07-09-2025 00:00,9.06,31.84,4.22,11.8,30.2,2.49,0.73,13.67
08-09-2025 00:00,15.81,42.51,5.31,14.25,29.83,2.22,0.83,13.01
09-09-2025 00:00,29.6,47.73,5.19,14.78,29.31,2.94,0.83,12.7
10-09-2025 00:00,21.49,55.7,5.26,13.38,34.13,2.4,0.8,14.34
11-09-2025 00:00,14.7,53.23,3.97,13.56,32.89,1.98,0.7,15.78
12-09-2025 00:00,17.18,52.12,5.64,13.7,35.86,2.66,0.76,14.7
13-09-2025 00:00,8.98,30.38,6.16,12.96,34.61,2.43,0.78,14.48
14-09-2025 00:00,8.08,24.12,6.11,12.39,38.12,0.96,0.79,10.43
15-09-2025 00:00,12.25,38.2,4.69,14.58,44.73,0.93,0.71,20.65
16-09-2025 00:00,8.29,32.04,4.01,12.58,51.01,2.35,0.67,15.87
17-09-2025 00:00,9,43.19,4.44,12.15,46.69,2.2,0.69,12.41
18-09-2025 00:00,8.47,38.03,3.51,11.51,50.72,2.86,0.68,14.2
19-09-2025 00:00,14.58,47.56,2.65,13.57,42.42,1.94,0.72,19.22
20-09-2025 00:00,30.38,68.41,3.39,15.95,40.38,3.99,0.73,18.79
21-09-2025 00:00,21.79,52.96,4.03,14.36,34.96,4.84,0.68,12.04
22-09-2025 00:00,30.51,70.39,3.12,14.95,31.28,6.1,0.76,21.02
23-09-2025 00:00,17.85,55.91,4.27,16.64,49.74,8.26,0.8,13.75
24-09-2025 00:00,15.14,46.91,8.91,15.57,39.39,4.11,0.77,18
25-09-2025 00:00,20.41,51.95,5.18,13.77,37.66,2.21,0.83,12.18
26-09-2025 00:00,4.05,27.8,4.64,13.06,39.85,1.69,0.74,8.79
27-09-2025 00:00,3.4,20.05,3.18,12.63,45.86,1.89,0.73,14.37
28-09-2025 00:00,4.55,26.55,4.99,11.94,41.31,2.05,0.77,10.38
29-09-2025 00:00,7.96,46.53,6.19,10.91,40.27,3.28,0.8,8.14
30-09-2025 00:00,8.25,48.58,3.88,12.79,46.68,3.62,0.79,14.29
01-10-2025 00:00,6.75,39.33,4.69,12.2,54.24,3.05,0.75,10.37
02-10-2025 00:00,7.45,26.23,1.78,9.78,52.48,3.49,0.62,14.11
03-10-2025 00:00,11.35,46.46,1.52,10.81,58.67,2.97,0.67,19.84
04-10-2025 00:00,11.03,44.14,1.23,11.16,51.99,2.66,0.7,23.27
05-10-2025 00:00,13.61,59.38,2.37,11.41,47.39,2.57,0.79,13.43
06-10-2025 00:00,11.29,45.83,3.21,11.51,51.16,2.28,0.77,11.07
07-10-2025 00:00,10.31,40.58,2.8,11.25,50.09,3.14,0.74,11.95
08-10-2025 00:00,13.07,56.3,3.79,15.68,43.74,6.82,0.87,13.56
09-10-2025 00:00,17.07,80.11,2.75,13.21,45.46,3.42,0.86,17.78
10-10-2025 00:00,16.09,74.94,2.02,13.38,48.97,2.42,0.79,20.74
11-10-2025 00:00,32.47,82.08,1.99,14.22,56.12,4.15,0.81,26.25
12-10-2025 00:00,56.11,105.79,2.26,14.46,72,4.72,0.83,31.89
13-10-2025 00:00,54.98,108.23,3.13,16.23,85.61,3.46,0.83,24.85
14-10-2025 00:00,62.56,130.79,4.7,15.24,107.48,4.2,0.91,29.68
15-10-2025 00:00,74.67,142.83,2.68,16.8,116.78,3.94,0.89,35.16
16-10-2025 00:00,76.57,141.04,3.53,16.78,102.34,6.02,0.93,33.68
17-10-2025 00:00,68.24,127.45,3.46,18.22,84.43,7.92,0.9,38.09
18-10-2025 00:00,76.89,129.72,2.29,17.14,41.8,7.99,0.83,37.32
19-10-2025 00:00,44.85,69.89,8.55,4.08,13.43,3.73,0.6,22.81
20-10-2025 00:00,45.12,75.59,4.34,9.09,17.02,5.32,0.64,13.65
21-10-2025 00:00,75.92,109.43,4.65,9.78,8.41,5.3,1.12,20
22-10-2025 00:00,70.81,110.57,2.95,10.96,8.4,6.34,1.02,30.52
23-10-2025 00:00,64.97,112.26,3.09,10.72,8.58,8.02,0.95,29.64
 , ,,,,,,,
