PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),NOx (ppb),NH3 (µg/m³),hour,month,dayofweek
36.69230769230769,645.6,1.2,27.4375,0.0,44.78,6.5,14.17469387755102,2,10,3
35.75,692.7333333333333,1.2,28.85729166666667,0.0,38.0,6.5,13.855918367346938,3,10,3
39.5,739.8666666666667,1.2,30.27708333333333,0.0,25.65,6.5,13.537142857142857,4,10,3
36.75,787.0,1.2,31.696875,0.0,22.2,6.5,13.218367346938775,5,10,3
38.5,896.0,1.2,33.11666666666667,0.0,22.52,6.5,12.899591836734693,6,10,3
56.0,803.5,1.2,34.53645833333333,0.0,32.1,6.5,12.580816326530613,7,10,3
43.75,711.0,1.2,35.95625,0.0,44.6,6.5,12.26204081632653,8,10,3
42.0,502.8333333333333,1.2,37.376041666666666,0.0,35.62,6.5,11.943265306122449,9,10,3
45.75,294.66666666666663,1.2,38.795833333333334,0.0,63.18,6.5,11.624489795918368,10,10,3
49.5,86.5,1.2,40.215624999999996,0.0,69.6,6.5,11.305714285714286,11,10,3
47.5,95.75,1.2,41.635416666666664,0.0,75.78,6.5,10.986938775510204,12,10,3
45.5,101.75,1.2,43.055208333333326,0.0,94.5,6.5,10.668163265306124,13,10,3
46.5,110.25,1.2,44.474999999999994,0.0,76.7,6.5,10.34938775510204,14,10,3
38.25,105.75,1.2,45.89479166666666,0.0,65.32,6.5,10.03061224489796,15,10,3
40.5,105.25,1.2,47.31458333333333,0.0,54.65,6.5,9.711836734693877,16,10,3
44.0,105.75,1.2,48.73437499999999,0.0,87.6,6.5,9.393061224489795,17,10,3
45.5,75.5,1.2,50.15416666666666,0.0,61.25,6.5,9.074285714285715,18,10,3
52.5,131.0,1.2,51.57395833333333,0.0,49.68,6.5,8.755510204081633,19,10,3
50.25,115.0,1.2,52.99374999999999,0.0,39.7,6.5,8.43673469387755,20,10,3
56.25,124.5,1.2,54.41354166666666,0.0,24.9,6.5,8.11795918367347,21,10,3
50.5,110.25,1.2,55.83333333333333,0.0,18.8,6.5,7.799183673469388,22,10,3
41.5,105.5,1.2,57.253125,0.0,24.48,6.5,7.480408163265306,23,10,3
43.5,100.0,1.2,58.67291666666666,0.0,24.13,6.5,7.161632653061224,0,10,4
38.5,86.75,1.2,60.09270833333333,0.0,25.57,6.5,6.842857142857143,1,10,4
30.75,78.5,1.2,61.512499999999996,0.0,28.35,6.5,6.524081632653061,2,10,4
28.75,75.75,1.2,62.93229166666666,0.0,23.75,6.5,6.205306122448979,3,10,4
28.0,73.75,1.2,64.35208333333333,0.0,20.0,6.5,5.886530612244897,4,10,4
33.25,66.75,1.2,65.771875,0.0,24.32,6.5,5.567755102040817,5,10,4
29.75,71.5,1.2,67.19166666666666,0.0,30.85,6.5,5.248979591836735,6,10,4
34.0,77.25,1.2,68.61145833333333,0.0,37.12,6.5,4.9302040816326524,7,10,4
34.0,96.5,1.2,70.03125,0.0,41.42,6.5,4.611428571428572,8,10,4
33.25,100.0,1.2,71.45104166666667,0.0,54.02,6.5,4.29265306122449,9,10,4
36.0,105.75,1.2,72.87083333333332,0.0,63.15,6.5,3.973877551020408,10,10,4
42.75,104.75,1.2,74.29062499999999,0.0,80.1,6.5,3.6551020408163257,11,10,4
47.0,104.5,1.2,75.71041666666666,0.09,95.7,6.5,3.3363265306122454,12,10,4
48.25,115.5,1.2,77.13020833333333,0.45,113.6,0.0,3.0175510204081633,13,10,4
58.0,133.0,1.2,78.55,0.53,133.72,13.9,2.698775510204081,14,10,4
68.25,148.0,1.2,14.35,0.51,89.1,5.68,2.38,15,10,4
59.0,137.25,1.2,12.52,0.47,73.68,5.88,3.22,16,10,4
70.25,152.5,1.0,20.1,0.68,42.8,10.92,4.03,17,10,4
97.5,201.5,3.58,35.22,1.05,21.78,21.65,3.73,18,10,4
86.75,233.5,0.5,24.52,0.91,37.05,13.05,3.95,19,10,4
81.0,208.25,0.4,29.22,1.0,35.42,15.55,4.4,20,10,4
84.0,207.0,0.4,19.55,0.77,45.48,10.25,5.35,21,10,4
65.25,154.0,0.4,14.78,0.51,39.2,7.62,4.82,22,10,4
59.5,115.5,0.4,14.5,0.47,26.2,7.5,4.12,23,10,4
56.5,124.0,0.37,14.95,0.47,21.43,8.15,3.97,0,10,5
57.0,121.25,0.1,9.28,0.38,32.9,4.95,4.32,1,10,5
45.0,102.25,0.15,7.0,0.34,38.78,3.78,4.1,2,10,5
43.0,77.5,0.22,5.35,0.33,50.08,3.02,3.05,3,10,5
31.5,55.75,0.28,6.12,0.33,46.18,3.48,2.8,4,10,5
29.0,49.5,0.2,6.18,0.36,37.65,3.4,2.68,5,10,5
36.0,58.75,0.55,9.68,0.46,25.8,5.6,2.8,6,10,5
41.5,93.25,0.7,10.23,0.48,29.25,6.02,3.1,7,10,5
39.0,103.75,0.92,9.98,0.53,32.42,6.08,3.3,8,10,5
46.5,124.25,1.12,11.5,0.6,37.08,7.05,3.68,9,10,5
56.5,128.25,1.62,14.75,0.8,60.32,9.18,4.8,10,10,5
65.75,146.75,1.13,12.85,0.8,89.48,7.4,7.48,11,10,5
69.25,146.25,0.83,9.3,0.67,120.62,5.4,6.62,12,10,5
71.0,153.0,0.83,7.5,0.54,129.45,4.42,7.1,13,10,5
73.25,147.5,1.12,4.97,0.49,111.22,3.58,6.62,14,10,5
56.5,117.5,0.33,5.7,0.55,103.95,3.22,27.22,15,10,5
54.0,122.5,1.33,7.62,0.64,70.12,5.12,16.35,16,10,5
61.75,138.75,1.48,17.73,1.04,47.25,10.62,11.88,17,10,5
79.25,181.5,1.65,27.7,1.33,55.85,16.05,9.98,18,10,5
87.5,171.25,1.42,20.23,1.05,45.85,11.95,7.68,19,10,5
53.5,121.0,1.58,8.75,0.82,47.02,5.92,5.72,20,10,5
33.25,85.75,1.62,7.05,0.7,52.7,5.08,5.03,21,10,5
29.75,81.0,1.45,8.55,0.64,35.65,5.72,4.97,22,10,5
32.75,89.25,1.95,9.28,0.65,30.62,6.5,4.72,23,10,5
34.5,75.5,2.12,11.2,0.7,20.17,7.68,6.8,0,10,6
48.25,81.75,1.82,7.3,0.66,8.9,5.38,8.2,1,10,6
43.5,74.25,2.1,7.12,0.62,10.9,5.5,7.92,2,10,6
39.5,69.75,1.95,5.5,0.6,18.1,4.5,6.75,3,10,6
37.0,73.5,2.02,4.53,0.56,17.35,4.05,5.95,4,10,6
38.5,73.75,2.2,6.05,0.59,15.35,4.97,5.55,5,10,6
41.0,85.0,2.8,7.38,0.65,12.6,6.18,5.28,6,10,6
43.0,91.0,2.92,5.75,0.64,29.38,5.42,5.4,7,10,6
47.75,88.75,2.42,3.38,0.55,54.03,3.78,4.72,8,10,6
38.25,69.5,2.33,1.52,0.45,47.52,2.7,3.2,9,10,6
26.0,42.5,2.35,4.55,0.61,63.35,4.38,4.15,10,10,6
43.25,64.0,2.08,2.33,0.56,77.53,2.92,5.7,11,10,6
40.25,72.75,2.08,1.45,0.55,90.92,2.45,8.55,12,10,6
47.25,87.5,2.08,2.4,0.52,74.6,2.98,13.72,13,10,6
43.75,77.0,2.1,3.0,0.53,67.1,3.32,11.58,14,10,6
47.5,65.5,1.88,4.3,0.61,67.42,3.85,9.8,15,10,6
40.0,60.25,1.98,3.32,0.49,78.85,3.38,7.0,16,10,6
13.5,24.0,2.33,6.4,0.58,55.45,5.3,5.75,17,10,6
23.0,37.25,1.7,7.05,0.69,46.28,5.12,5.62,18,10,6
28.75,45.75,1.62,11.68,0.84,27.65,7.52,5.05,19,10,6
32.25,56.0,1.18,11.95,0.86,25.55,7.32,4.75,20,10,6
28.5,55.75,1.42,10.42,0.82,15.4,6.7,4.95,21,10,6
30.75,49.5,1.68,7.75,0.73,20.92,5.45,6.4,22,10,6
28.5,52.75,1.9,4.62,0.6,16.5,3.98,7.1,23,10,6
26.0,50.75,2.1,4.25,0.57,7.05,3.97,6.9,0,10,0
25.5,48.0,2.17,7.5,0.63,5.2,5.78,6.5,1,10,0
22.25,42.5,1.9,3.88,0.59,16.18,3.6,5.9,2,10,0
18.75,41.5,1.98,2.1,0.66,20.7,2.75,5.45,3,10,0
22.0,49.0,1.6,2.42,0.62,15.22,2.58,4.88,4,10,0
17.5,43.5,1.85,3.22,0.62,10.35,3.22,4.5,5,10,0
21.0,46.75,2.5,4.82,0.68,10.72,4.6,4.58,6,10,0
25.0,50.25,2.85,5.3,0.72,18.55,5.15,5.98,7,10,0
43.0,74.5,2.92,6.05,0.86,30.73,5.6,6.65,8,10,0
48.75,80.0,2.85,6.55,0.73,39.6,5.8,8.07,9,10,0
53.0,100.5,2.45,3.12,0.48,51.72,3.65,8.15,10,10,0
46.5,89.5,2.33,0.8,0.36,50.55,2.2,6.92,11,10,0
37.75,76.5,2.7,2.13,0.24,45.12,2.95,6.42,12,10,0
35.75,76.5,2.3,0.82,0.26,40.2,2.28,10.07,13,10,0
27.5,62.5,2.4,5.78,0.34,38.02,5.05,10.32,14,10,0
18.75,56.25,2.33,8.08,0.38,30.72,6.2,9.38,15,10,0
12.0,35.0,2.35,7.08,0.42,26.75,5.65,6.62,16,10,0
14.75,36.25,4.9,11.48,0.6,10.95,10.1,5.52,17,10,0
31.25,46.25,6.95,20.35,1.07,5.38,16.48,5.6,18,10,0
37.0,63.0,3.0,15.95,0.78,8.55,10.9,4.82,19,10,0
30.5,56.0,2.25,13.7,0.72,8.1,9.18,4.82,20,10,0
28.5,52.5,6.52,16.38,1.01,1.93,14.02,5.92,21,10,0
31.0,70.75,4.9,12.7,0.88,1.55,10.72,7.72,22,10,0
26.5,62.75,6.05,10.95,0.82,1.7,10.72,7.18,23,10,0
29.25,63.0,4.42,8.55,0.5,1.23,8.15,5.82,0,10,1
24.0,70.5,6.55,6.78,0.5,4.47,8.93,5.0,1,10,1
23.25,75.0,5.8,6.7,0.39,1.83,8.25,4.47,2,10,1
23.25,57.5,3.6,5.3,0.27,1.42,5.7,4.4,3,10,1
19.75,56.0,5.03,5.0,0.3,1.5,6.78,4.72,4,10,1
23.75,67.0,2.85,6.35,0.29,1.5,5.7,6.82,5,10,1
22.25,61.75,3.62,5.88,0.31,0.4,6.05,7.72,6,10,1
25.25,63.5,5.03,4.6,0.38,11.02,6.5,7.5,7,10,1
33.0,77.75,3.2,2.3,0.4,22.82,3.82,6.65,8,10,1
35.5,74.5,2.65,2.62,0.51,24.48,3.52,5.5,9,10,1
20.75,63.75,2.52,1.6,0.38,37.92,2.9,5.32,10,10,1
19.25,55.5,2.22,2.28,0.3,48.65,3.0,7.88,11,10,1
20.25,54.0,2.82,4.35,0.32,40.88,4.62,10.07,12,10,1
17.0,57.75,2.2,2.33,0.32,54.4,3.05,9.85,13,10,1
15.5,47.25,2.85,4.62,0.33,38.17,4.78,7.52,14,10,1
7.5,30.25,3.7,13.82,0.35,23.45,10.38,4.5,15,10,1
5.5,19.75,5.82,22.38,0.58,12.08,16.65,2.8,16,10,1
4.25,20.25,5.8,22.15,0.91,3.4,16.48,3.2,17,10,1
13.25,34.5,10.55,27.22,1.41,1.23,23.05,3.02,18,10,1
21.25,37.25,19.2,23.72,1.66,0.98,28.2,3.35,19,10,1
26.0,36.0,35.58,14.5,2.15,1.03,36.6,6.12,20,10,1
36.75,56.5,31.82,12.72,2.03,0.98,32.67,7.4,21,10,1
28.0,46.25,27.45,11.08,1.82,2.52,28.2,6.75,22,10,1
22.5,37.75,35.42,10.0,1.68,1.58,34.12,4.8,23,10,1
23.5,39.25,19.53,9.85,0.7,1.07,21.18,4.42,0,10,2
15.0,27.5,6.65,9.07,0.09,5.03,10.22,3.68,1,10,2
8.5,24.0,3.22,7.18,0.09,0.77,6.42,3.22,2,10,2
5.0,23.5,2.72,4.1,0.09,1.65,4.42,5.6,3,10,2
5.25,20.25,1.9,2.17,0.09,3.25,2.68,12.08,4,10,2
6.75,17.5,2.45,1.95,0.09,4.08,3.0,17.3,5,10,2
6.25,22.0,5.35,3.9,0.09,3.8,6.4,12.65,6,10,2
8.0,26.5,3.32,1.27,0.09,9.68,3.4,7.85,7,10,2
6.75,22.5,2.1,1.1775,0.09,14.18,1.27,6.02,8,10,2
4.5,18.75,2.08,1.085,0.09,17.7,1.1,16.05,9,10,2
1.0,17.75,2.52,0.9925,0.09,23.72,1.52,28.17,10,10,2
1.0,22.75,2.68,0.9,0.09,34.08,2.3,18.18,11,10,2
2.25,27.75,2.28,1.32,0.09,50.48,2.58,17.7,12,10,2
4.25,27.25,2.95,2.62,0.09,38.92,3.78,16.18,13,10,2
6.0,33.25,2.85,2.55,0.09,28.82,3.7,10.55,14,10,2
5.0,25.25,3.22,3.6,0.09,28.83,4.55,10.42,15,10,2
4.5,34.0,2.45,2.65,0.09,24.9,3.4,10.3,16,10,2
2.0,16.25,1.98,2.25,0.09,20.4,2.82,9.73,17,10,2
2.0,14.5,2.45,8.45,0.0,11.82,6.48,11.55,18,10,2
5.5,31.5,4.05,17.55,0.21,3.48,12.62,10.5,19,10,2
18.5,45.25,4.12,15.98,0.22,3.85,11.88,8.85,20,10,2
9.25,48.0,5.32,16.82,0.36,1.55,13.27,7.35,21,10,2
10.5,52.25,8.35,14.2,0.38,1.38,14.32,5.2,22,10,2
8.25,43.25,11.25,13.62,0.45,1.12,16.4,3.82,23,10,2
8.75,44.25,12.48,11.95,0.66,1.47,16.52,3.2,0,10,3
6.5,42.75,5.9,11.38,0.39,6.2,10.88,3.42,1,10,3
3.0,25.25,4.03,8.55,0.23,2.3,7.85,7.65,2,10,3
3.0,30.0,2.28,4.15,0.1,4.45,4.05,9.6,3,10,3
3.5,18.25,1.85,1.4,0.07,5.35,2.25,8.55,4,10,3
2.25,16.75,2.45,1.58,0.22,3.32,2.9,6.62,5,10,3
9.0,26.0,2.75,1.47,0.16,8.28,2.82,4.82,6,10,3
3.25,20.25,2.5,1.28,0.15,14.02,1.58,4.03,7,10,3
3.0416666666666665,17.25,2.12,1.0899999999999999,0.16,20.88,1.05,3.7,8,10,3
2.8333333333333335,17.5,2.0,0.9,0.11,27.58,0.92,4.92,9,10,3
2.625,13.5,2.2,0.71,0.14,31.78,1.4,10.15,10,10,3
2.416666666666667,12.25,2.03,0.52,0.16,41.85,1.4,11.55,11,10,3
2.2083333333333335,18.5,2.2,0.33,0.32,45.45,1.92,9.78,12,10,3
2.0,18.0,2.48,0.405,0.42,45.82,1.9,6.85,13,10,3
2.5,23.5,2.5,0.48,0.45,46.78,2.25,5.88,14,10,3
4.0,21.33,2.47,0.55,0.47,40.1,2.2,5.93,15,10,3
4.0,22.75,0.9,5.85,0.37,32.05,3.65,5.65,16,10,3
4.25,21.5,0.13,9.12,0.42,23.2,4.95,7.58,17,10,3
7.25,25.25,0.65,8.55,0.43,21.48,5.1,7.95,18,10,3
14.25,26.75,0.2,9.72,0.47,20.05,5.18,7.25,19,10,3
10.25,30.5,0.2,10.72,0.63,17.12,5.78,6.28,20,10,3
11.5,28.5,0.22,12.82,0.66,13.6,7.02,4.82,21,10,3
13.25,32.5,0.15,16.4,0.66,8.48,8.8,3.95,22,10,3
9.75,34.5,0.23,14.92,0.56,8.07,8.1,3.45,23,10,3
9.0,30.75,0.7,11.85,0.29,4.67,6.88,3.78,0,10,4
8.25,31.5,0.77,10.82,0.25,8.6,6.22,5.2,1,10,4
9.5,38.75,1.7,7.78,0.2,2.0,5.52,6.88,2,10,4
12.25,33.0,2.12,8.75,0.26,2.25,6.38,6.75,3,10,4
13.75,38.0,1.1,7.32,0.31,3.72,4.8,5.3,4,10,4
13.25,32.25,0.22,6.22,0.38,5.03,3.48,4.12,5,10,4
14.75,33.0,1.27,6.12,0.85,7.8,4.28,3.45,6,10,4
12.75,25.75,0.52,2.95,0.66,14.52,2.02,3.15,7,10,4
10.75,14.0,0.22,2.1,0.62,23.78,1.32,3.45,8,10,4
8.5,18.25,0.23,2.32,0.63,29.38,1.38,5.65,9,10,4
6.0,16.25,0.42,2.75,0.67,34.45,1.8,9.02,10,10,4
6.25,24.25,0.45,2.58,0.88,35.53,1.75,8.6,11,10,4
7.75,24.25,0.52,2.22,1.04,37.88,1.62,6.72,12,10,4
6.25,16.75,0.45,2.55,1.08,40.7,1.75,5.65,13,10,4
7.5,27.5,0.65,2.78,1.14,39.33,2.02,4.97,14,10,4
4.75,34.0,0.7,4.22,0.95,36.35,2.82,5.22,15,10,4
3.5,21.75,0.52,6.02,0.93,35.08,3.62,6.25,16,10,4
7.5,20.75,0.52,9.12,0.95,25.92,5.28,6.82,17,10,4
11.0,23.0,2.52,21.78,1.31,9.47,13.62,5.6,18,10,4
16.75,37.75,2.65,18.38,1.61,9.1,11.88,4.85,19,10,4
14.5,27.0,0.27,12.32,1.4,14.75,6.75,3.82,20,10,4
11.0,31.25,0.18,11.18,1.32,15.5,6.1,3.45,21,10,4
10.0,27.75,0.2,10.15,1.25,14.5,5.45,3.18,22,10,4
9.0,31.25,0.2,6.28,0.82,19.35,3.08,3.48,23,10,4
8.75,26.5,0.15,4.15,0.32,19.2,2.22,4.75,0,10,5
8.0,18.75,0.15,3.7,0.33,19.4,1.9,6.22,1,10,5
7.0,17.5,0.38,4.03,0.38,5.95,2.45,6.5,2,10,5
6.75,16.25,0.82,4.35,0.45,4.25,3.03,5.0,3,10,5
5.5,18.25,0.62,4.32,0.46,4.22,2.8,4.0,4,10,5
8.75,22.75,0.98,5.32,0.56,3.28,3.62,3.4,5,10,5
17.25,38.0,0.8,5.55,0.54,8.7,3.6,3.28,6,10,5
12.5,35.5,0.15,2.6,0.34,19.9,1.42,3.42,7,10,5
10.0,20.0,0.3,2.0,0.33,23.17,1.23,3.88,8,10,5
8.75,15.25,0.57,1.72,0.36,25.15,1.4,7.2,9,10,5
7.25,15.75,0.78,2.1,0.57,27.38,1.72,8.0,10,10,5
8.0,15.25,0.35,1.75,0.77,31.48,1.23,7.18,11,10,5
8.0,16.75,0.55,1.92,0.84,34.35,1.45,6.52,12,10,5
8.33,16.0,0.37,2.77,0.89,37.9,1.77,6.0,13,10,5
10.0,21.0,0.78,3.82,0.65,37.58,2.65,6.28,14,10,5
9.5,28.5,0.35,4.8,0.63,45.88,2.8,7.45,15,10,5
7.0,31.5,0.5,4.85,0.67,48.65,3.0,7.78,16,10,5
7.75,29.75,0.38,8.12,0.76,33.7,4.62,6.45,17,10,5
11.75,35.0,0.65,15.88,1.25,11.05,9.0,4.95,18,10,5
10.0,36.5,0.68,15.7,1.28,12.4,8.9,4.22,19,10,5
10.0,38.5,0.52,13.9,1.22,12.35,7.88,3.75,20,10,5
11.0,35.25,0.38,15.08,1.16,9.9,8.32,3.48,21,10,5
11.0,31.75,1.85,18.58,1.01,6.92,11.38,4.58,22,10,5
10.75,37.0,0.88,15.05,0.84,6.75,8.72,6.35,23,10,5
10.25,37.0,0.3,12.2,0.5,5.8,6.72,6.72,0,10,6
11.0,33.75,0.45,8.02,0.54,9.17,4.65,6.22,1,10,6
10.0,21.25,0.8,5.9,0.58,4.68,3.8,5.18,2,10,6
8.75,22.25,0.57,5.38,0.56,2.55,3.28,3.9,3,10,6
7.75,18.25,1.08,4.68,0.54,3.92,3.38,3.22,4,10,6
6.0,19.0,0.3,4.25,0.41,4.32,2.4,2.95,5,10,6
6.0,19.75,0.43,4.6,0.43,9.5,2.72,3.28,6,10,6
8.75,30.75,0.6,3.48,0.42,19.08,2.35,4.65,7,10,6
17.25,34.5,0.32,2.45,0.41,28.42,1.55,7.0,8,10,6
11.5,31.5,0.57,2.5,0.72,34.05,1.8,8.05,9,10,6
9.0,22.75,0.45,2.28,0.89,38.88,1.58,7.55,10,10,6
8.75,22.0,0.57,2.22,0.94,45.75,1.65,7.28,11,10,6
7.5,22.0,0.55,2.25,0.99,49.25,1.62,7.12,12,10,6
10.0,24.0,0.2,2.8,0.69,56.28,1.68,8.3,13,10,6
10.0,33.5,0.45,3.08,0.7,56.05,1.83,10.38,14,10,6
10.25,25.0,0.45,3.0,0.7,50.5,1.92,9.75,15,10,6
12.75,25.75,0.65,5.28,0.76,48.15,3.35,8.62,16,10,6
23.25,36.75,0.62,11.22,1.16,40.52,6.5,7.02,17,10,6
23.75,41.5,0.48,13.98,1.19,28.88,7.8,5.98,18,10,6
24.25,49.0,0.68,17.85,1.32,12.75,10.02,5.55,19,10,6
53.5,97.75,3.08,21.6,1.34,6.4,14.0,5.48,20,10,6
153.5,224.75,1.15,17.65,1.11,8.35,10.32,6.1,21,10,6
31.75,82.25,3.8,20.12,1.31,2.25,13.8,7.15,22,10,6
35.5,80.25,2.28,15.98,0.91,3.88,10.32,7.95,23,10,6
26.5,56.5,1.1,11.85,0.62,3.4,7.22,7.42,0,10,0
23.5,47.25,0.7,10.65,0.81,8.07,6.22,6.15,1,10,0
20.75,43.5,0.9,9.15,0.67,3.92,5.6,4.72,2,10,0
20.5,39.0,0.35,6.4,0.61,8.23,3.72,4.1,3,10,0
22.5,36.0,0.23,5.42,0.52,8.25,3.0,3.9,4,10,0
20.5,52.5,0.72,6.72,0.52,4.42,4.15,4.08,5,10,0
22.5,50.5,1.52,6.55,0.56,4.83,4.72,4.95,6,10,0
21.5,55.0,1.38,6.0,0.53,16.18,4.32,6.5,7,10,0
33.0,59.75,1.08,4.43,0.73,26.62,3.25,6.82,8,10,0
15.5,51.75,1.15,4.27,0.82,34.12,3.2,6.58,9,10,0
12.25,43.75,1.02,3.97,0.82,47.25,2.95,7.98,10,10,0
14.75,37.0,1.28,3.72,0.24,46.55,3.02,10.82,11,10,0
18.0,41.0,0.85,3.48,0.1,43.0,2.52,12.65,12,10,0
13.0,35.25,1.0,3.2,0.1,45.4,2.52,15.0,13,10,0
12.25,33.0,1.12,3.6,0.1,45.82,2.85,13.62,14,10,0
13.75,43.75,0.62,4.5,0.23,44.35,2.95,12.4,15,10,0
16.75,39.75,1.1,4.55,0.42,39.48,3.3,9.48,16,10,0
16.0,31.0,0.82,7.05,0.48,33.3,4.42,7.42,17,10,0
16.5,53.0,0.95,10.38,0.56,25.6,6.3,6.65,18,10,0
17.75,52.5,0.78,10.18,0.39,19.23,6.02,6.22,19,10,0
15.25,42.75,0.55,9.28,0.1,21.0,5.38,7.48,20,10,0
12.0,36.0,0.6,9.27,0.11,18.18,5.42,8.6,21,10,0
11.5,37.5,1.27,16.08,0.24,9.98,9.57,7.88,22,10,0
14.75,44.75,1.05,16.08,0.41,9.68,9.4,6.9,23,10,0
12.5,31.75,0.72,11.32,0.29,7.3,6.65,5.42,0,10,1
10.25,28.5,1.22,10.82,0.39,5.43,6.78,4.65,1,10,1
11.75,25.25,1.3,9.25,0.3,3.88,5.98,3.98,2,10,1
14.75,26.75,1.02,8.95,0.08,2.48,5.6,3.55,3,10,1
12.75,25.5,1.02,8.32,0.0,1.8,5.28,3.85,4,10,1
10.75,24.0,1.02,6.7,0.34,2.12,4.4,6.42,5,10,1
11.25,32.25,1.55,7.05,0.49,4.8,5.05,7.6,6,10,1
24.0,50.0,1.4,6.32,0.84,18.52,4.53,7.0,7,10,1
24.0,51.5,0.95,4.58,0.87,29.88,3.22,5.82,8,10,1
18.75,58.0,1.42,4.35,0.91,45.38,3.5,6.18,9,10,1
17.75,47.75,1.02,4.07,0.79,53.78,2.98,8.38,10,10,1
21.25,51.75,1.1,4.5,0.79,59.1,3.32,12.55,11,10,1
16.5,45.25,0.68,4.25,0.79,63.88,2.82,12.9,12,10,1
19.0,46.75,0.98,4.25,0.79,64.55,3.08,12.02,13,10,1
18.75,46.0,2.33,7.48,0.37,50.78,5.88,11.35,14,10,1
17.0,45.25,0.9,4.8,0.35,54.52,3.28,9.18,15,10,1
21.25,52.0,0.72,6.12,0.42,59.58,3.85,9.55,16,10,1
39.5,81.0,0.62,8.9,0.5,47.68,5.28,10.07,17,10,1
41.5,86.0,0.42,12.15,0.34,31.35,6.8,8.4,18,10,1
37.0,75.75,0.72,11.3,0.0,21.0,6.6,8.5,19,10,1
19.25,50.75,1.0,13.28,0.03,18.55,7.85,9.32,20,10,1
14.0,46.25,0.62,13.3,0.06,17.15,7.6,8.72,21,10,1
14.5,34.0,0.95,14.02,0.52,14.3,8.25,7.55,22,10,1
16.5,28.5,0.8,14.3,0.63,11.98,8.25,5.75,23,10,1
15.0,32.75,0.88,14.08,0.32,5.53,8.2,4.88,0,10,2
21.5,42.5,2.38,12.92,0.43,5.1,8.82,4.6,1,10,2
27.5,39.25,1.55,10.05,0.08,3.32,6.62,4.08,2,10,2
13.0,33.5,1.25,7.4,0.08,2.03,4.97,4.78,3,10,2
15.25,27.0,0.98,8.07,0.08,2.8,5.05,7.0,4,10,2
22.75,40.5,0.72,8.88,0.06,3.88,5.3,7.6,5,10,2
21.75,53.75,2.15,9.57,0.36,7.35,6.82,7.15,6,10,2
26.75,81.0,2.42,8.48,0.44,16.42,6.48,5.88,7,10,2
34.25,82.75,1.3,5.28,0.43,30.5,3.85,5.22,8,10,2
22.5,62.5,1.27,3.35,0.43,38.62,2.85,5.2,9,10,2
21.5,52.25,1.45,5.2,0.14,60.78,3.92,11.1,10,10,2
35.0,69.75,1.23,4.42,0.27,61.42,3.35,13.27,11,10,2
36.25,62.25,1.02,3.72,0.48,61.28,2.82,9.68,12,10,2
40.75,59.0,0.95,3.88,0.68,61.25,2.85,8.32,13,10,2
32.5,63.0,1.0,4.03,0.44,58.18,3.0,9.38,14,10,2
29.5,57.25,0.55,4.62,0.49,59.6,2.9,12.52,15,10,2
33.25,62.25,0.75,6.5,0.54,52.4,4.05,11.9,16,10,2
32.5,76.25,0.65,7.88,0.52,36.28,4.72,10.9,17,10,2
25.5,52.25,0.95,8.82,0.77,17.0,5.48,8.98,18,10,2
34.25,64.0,0.6,9.22,0.85,32.67,5.4,7.95,19,10,2
33.75,57.75,0.52,11.85,0.98,28.08,6.72,7.08,20,10,2
26.75,54.5,0.72,13.0,1.31,18.3,7.52,5.57,21,10,2
25.25,45.75,0.6,13.45,1.55,22.58,7.62,5.05,22,10,2
27.5,46.25,0.72,12.58,1.23,13.1,7.28,5.05,23,10,2
30.75,53.0,0.55,10.15,0.4,9.27,5.85,4.92,0,10,3
33.75,47.25,0.25,9.45,0.31,16.15,5.08,5.75,1,10,3
27.25,48.75,0.7,8.4,0.5,16.15,5.05,7.1,2,10,3
28.75,50.25,0.55,9.32,0.48,3.6,5.4,7.65,3,10,3
28.0,62.5,0.78,10.22,0.52,4.17,6.1,7.52,4,10,3
34.0,57.75,1.68,11.35,1.01,3.2,7.4,6.05,5,10,3
34.5,84.75,2.68,11.28,1.15,12.8,8.2,5.72,6,10,3
32.5,88.0,1.72,9.25,1.19,24.12,6.35,5.7,7,10,3
31.75,78.75,1.12,4.5,1.14,31.78,3.3,5.08,8,10,3
13.0,56.5,0.98,3.02,0.39,26.72,2.42,5.05,9,10,3
11.75,41.75,0.82,2.9,0.43,35.25,2.22,6.25,10,10,3
10.75,37.75,1.02,2.98,0.45,37.15,2.42,8.22,11,10,3
9.75,33.0,0.78,3.5,0.69,23.23,2.5,8.38,12,10,3
8.5,44.0,0.65,3.62,0.57,36.78,2.42,10.98,13,10,3
10.75,37.25,0.8,4.72,0.2,36.33,3.15,14.72,14,10,3
9.75,30.5,1.0,4.55,0.17,30.28,3.22,12.78,15,10,3
7.25,17.25,1.15,7.25,0.18,25.15,4.78,11.52,16,10,3
3.25,25.25,2.68,20.92,1.03,25.15,13.3,8.18,17,10,3
4.25,32.5,2.82,20.58,1.17,7.0,13.22,7.78,18,10,3
6.75,36.25,2.55,20.23,1.21,4.95,12.82,6.6,19,10,3
11.0,36.5,5.45,22.75,1.8,3.6,16.5,5.92,20,10,3
11.5,28.25,6.0,22.15,2.08,1.08,16.68,5.58,21,10,3
8.5,29.5,6.15,22.5,2.05,3.4,16.98,4.58,22,10,3
